Source,Target,Start,start,end
"Arts of Africa, Oceania, and the Americas",766772,1978,1978,1978
The Cloisters,466194,1991,1991,1991
Costume Institute,83378,2001,2001,2001
Medieval Art,474959,1914,1914,1914
Costume Institute,156145,2009,2009,2009
Drawings and Prints,348646,1969,1969,1969
Drawings and Prints,351676,1963,1963,1963
The American Wing,3940,1883,1883,1883
Drawings and Prints,744944,1959,1959,1959
Drawings and Prints,418151,1967,1967,1967
Asian Art,59701,1891,1891,1891
Drawings and Prints,424814,1963,1963,1963
Arms and Armor,25957,1943,1943,1943
Asian Art,52383,1980,1980,1980
European Sculpture and Decorative Arts,210811,2001,2001,2001
Costume Institute,103314,1979,1979,1979
Photographs,270259,1960,1960,1960
The American Wing,12947,1964,1964,1964
Drawings and Prints,761754,1963,1963,1963
The American Wing,17728,2003,2003,2003
Drawings and Prints,840089,1924,1924,1924
Modern and Contemporary Art,626884,2014,2014,2014
Drawings and Prints,344638,1941,1941,1941
Photographs,709158,2005,2005,2005
Islamic Art,741091,1948,1948,1948
Greek and Roman Art,686766,2011,2011,2011
European Sculpture and Decorative Arts,220639,1920,1920,1920
Costume Institute,97347,1977,1977,1977
Costume Institute,98727,1991,1991,1991
Asian Art,71332,1920,1920,1920
Costume Institute,84164,2002,2002,2002
Drawings and Prints,818406,1963,1963,1963
European Sculpture and Decorative Arts,200457,1948,1948,1948
Drawings and Prints,385476,1949,1949,1949
Drawings and Prints,842078,1963,1963,1963
Egyptian Art,544507,1911,1911,1911
Drawings and Prints,756842,1921,1921,1921
Costume Institute,115583,1975,1975,1975
Drawings and Prints,337151,1948,1948,1948
Drawings and Prints,813931,1979,1979,1979
Islamic Art,453286,1987,1987,1987
Greek and Roman Art,689491,2011,2011,2011
Photographs,270500,1962,1962,1962
Drawings and Prints,655468,1963,1963,1963
Drawings and Prints,788918,1959,1959,1959
Islamic Art,455455,2007,2007,2007
Islamic Art,449212,1937,1937,1937
Drawings and Prints,681442,1957,1957,1957
Greek and Roman Art,257519,2000,2000,2000
European Sculpture and Decorative Arts,201632,1953,1953,1953
Photographs,290347,1994,1994,1994
Drawings and Prints,372490,1917,1917,1917
Asian Art,69238,1942,1942,1942
Drawings and Prints,657137,1963,1963,1963
Greek and Roman Art,251642,1924,1924,1924
Drawings and Prints,339803,1940,1940,1940
Drawings and Prints,813049,1926,1926,1926
Drawings and Prints,665852,1963,1963,1963
Drawings and Prints,386590,1959,1959,1959
Drawings and Prints,830260,1986,1986,1986
Asian Art,59373,1910,1910,1910
Drawings and Prints,837906,1924,1924,1924
Drawings and Prints,889538,1954,1954,1954
Modern and Contemporary Art,485022,1988,1988,1988
Greek and Roman Art,252749,1926,1926,1926
Costume Institute,110352,1978,1978,1978
Drawings and Prints,857077,1943,1943,1943
Asian Art,71274,1920,1920,1920
Costume Institute,159534,2009,2009,2009
The American Wing,6630,1980,1980,1980
Drawings and Prints,369603,1931,1931,1931
European Sculpture and Decorative Arts,209387,1974,1974,1974
Ancient Near Eastern Art,321999,1886,1886,1886
Arms and Armor,34377,1929,1929,1929
Musical Instruments,504422,1986,1986,1986
Drawings and Prints,888821,1986,1986,1986
"Arts of Africa, Oceania, and the Americas",307947,1928,1928,1928
Photographs,284480,1994,1994,1994
European Sculpture and Decorative Arts,212117,1908,1908,1908
Drawings and Prints,676405,1963,1963,1963
Drawings and Prints,352422,1972,1972,1972
Drawings and Prints,334261,1965,1965,1965
Drawings and Prints,710649,1963,1963,1963
Greek and Roman Art,252006,1926,1926,1926
Photographs,685473,1970,1970,1970
The American Wing,19844,2018,2018,2018
The American Wing,9981,1933,1933,1933
European Sculpture and Decorative Arts,205935,1974,1974,1974
European Sculpture and Decorative Arts,207887,1990,1990,1990
Greek and Roman Art,249514,1917,1917,1917
European Sculpture and Decorative Arts,199826,1948,1948,1948
European Sculpture and Decorative Arts,225937,1936,1936,1936
Asian Art,72311,2003,2003,2003
Asian Art,38504,1991,1991,1991
Drawings and Prints,814021,1974,1974,1974
Arms and Armor,23093,1929,1929,1929
Greek and Roman Art,249704,1917,1917,1917
European Paintings,440407,2009,2009,2009
Drawings and Prints,348092,1975,1975,1975
Modern and Contemporary Art,491139,1943,1943,1943
Medieval Art,474957,1914,1914,1914
Modern and Contemporary Art,487903,1939,1939,1939
Photographs,263963,1984,1984,1984
Drawings and Prints,376566,1941,1941,1941
The American Wing,5432,1982,1982,1982
Robert Lehman Collection,461304,1975,1975,1975
Greek and Roman Art,764263,2011,2011,2011
Costume Institute,107280,1939,1939,1939
Costume Institute,113629,1976,1976,1976
Drawings and Prints,433595,1963,1963,1963
Egyptian Art,547395,1901,1901,1901
Asian Art,75000,1955,1955,1955
"Arts of Africa, Oceania, and the Americas",317170,1994,1994,1994
Costume Institute,107509,1979,1979,1979
Drawings and Prints,360654,1917,1917,1917
Drawings and Prints,632394,1963,1963,1963
Photographs,265503,1987,1987,1987
Drawings and Prints,425129,1963,1963,1963
The American Wing,16504,1953,1953,1953
Egyptian Art,552373,1926,1926,1926
Greek and Roman Art,255319,1971,1971,1971
European Sculpture and Decorative Arts,199554,1945,1945,1945
Asian Art,59426,1910,1910,1910
Drawings and Prints,379029,1923,1923,1923
The American Wing,14725,1906,1906,1906
Drawings and Prints,814336,2017,2017,2017
Drawings and Prints,336569,1953,1953,1953
Drawings and Prints,694924,1963,1963,1963
Drawings and Prints,350483,1971,1971,1971
European Paintings,437848,1916,1916,1916
Costume Institute,121174,2005,2005,2005
Drawings and Prints,362552,1997,1997,1997
Costume Institute,106945,1979,1979,1979
Drawings and Prints,661488,2012,2012,2012
Islamic Art,443273,1889,1889,1889
European Sculpture and Decorative Arts,221616,1924,1924,1924
Costume Institute,86471,1951,1951,1951
Drawings and Prints,856763,2021,2021,2021
The American Wing,6510,1940,1940,1940
Photographs,274329,1994,1994,1994
European Sculpture and Decorative Arts,186820,1885,1885,1885
European Paintings,437087,1930,1930,1930
Drawings and Prints,648221,1963,1963,1963
Drawings and Prints,833979,2019,2019,2019
Drawings and Prints,788070,1959,1959,1959
Drawings and Prints,434700,1963,1963,1963
Robert Lehman Collection,459057,1975,1975,1975
Arms and Armor,33362,1919,1919,1919
Drawings and Prints,371775,1949,1949,1949
Drawings and Prints,648541,1963,1963,1963
Drawings and Prints,348659,1972,1972,1972
The American Wing,4518,1971,1971,1971
Drawings and Prints,826459,1938,1938,1938
Costume Institute,145044,2017,2017,2017
Drawings and Prints,711750,1963,1963,1963
Islamic Art,451431,1957,1957,1957
Asian Art,54449,1929,1929,1929
Drawings and Prints,348250,1967,1967,1967
Islamic Art,85664,1982,1982,1982
Photographs,261935,1976,1976,1976
The American Wing,8227,1935,1935,1935
Asian Art,45989,1891,1891,1891
Greek and Roman Art,256236,1995,1995,1995
Greek and Roman Art,248046,1908,1908,1908
Drawings and Prints,372805,1917,1917,1917
Photographs,275393,1994,1994,1994
Photographs,276398,1994,1994,1994
Greek and Roman Art,811160,1881,1881,1881
European Sculpture and Decorative Arts,190581,1908,1908,1908
Drawings and Prints,625542,1953,1953,1953
Egyptian Art,557356,1922,1922,1922
Arms and Armor,25046,1904,1904,1904
Islamic Art,456100,1910,1910,1910
Modern and Contemporary Art,486329,1993,1993,1993
Drawings and Prints,337888,1936,1936,1936
Photographs,288304,1982,1982,1982
Drawings and Prints,344423,1930,1930,1930
Drawings and Prints,389917,2009,2009,2009
Asian Art,56717,1952,1952,1952
Costume Institute,121745,1978,1978,1978
The American Wing,13141,1910,1910,1910
Asian Art,55375,1959,1959,1959
Egyptian Art,562266,1920,1920,1920
The American Wing,6897,1946,1946,1946
Photographs,274458,1994,1994,1994
The American Wing,5437,1982,1982,1982
Islamic Art,740706,1948,1948,1948
Drawings and Prints,751212,1949,1949,1949
Greek and Roman Art,733465,2011,2011,2011
European Sculpture and Decorative Arts,194953,1922,1922,1922
European Sculpture and Decorative Arts,189645,1907,1907,1907
Drawings and Prints,767813,1980,1980,1980
Drawings and Prints,412485,1963,1963,1963
"Arts of Africa, Oceania, and the Americas",314590,1982,1982,1982
Drawings and Prints,395127,1969,1969,1969
Costume Institute,156048,2009,2009,2009
Costume Institute,93617,2003,2003,2003
Drawings and Prints,779891,1963,1963,1963
Costume Institute,113615,1956,1956,1956
Islamic Art,741351,1948,1948,1948
Drawings and Prints,771356,1970,1970,1970
"Arts of Africa, Oceania, and the Americas",308202,1933,1933,1933
Drawings and Prints,694140,1982,1982,1982
Drawings and Prints,702318,1963,1963,1963
European Paintings,438690,1999,1999,1999
Arms and Armor,26188,1914,1914,1914
Asian Art,56027,1929,1929,1929
Drawings and Prints,787698,1959,1959,1959
Drawings and Prints,655547,1963,1963,1963
The Cloisters,469956,1982,1982,1982
European Sculpture and Decorative Arts,209417,1926,1926,1926
Photographs,282059,1997,1997,1997
Modern and Contemporary Art,494252,2005,2005,2005
Drawings and Prints,406442,1963,1963,1963
Drawings and Prints,812724,1926,1926,1926
Costume Institute,168603,2009,2009,2009
Costume Institute,87335,2003,2003,2003
Greek and Roman Art,240791,1874,1874,1874
Modern and Contemporary Art,639778,2016,2016,2016
Greek and Roman Art,667642,2011,2011,2011
Drawings and Prints,408592,1941,1941,1941
European Sculpture and Decorative Arts,205879,1974,1974,1974
Drawings and Prints,364480,1961,1961,1961
European Sculpture and Decorative Arts,209669,1942,1942,1942
Photographs,285193,1976,1976,1976
Photographs,275540,1994,1994,1994
Drawings and Prints,764208,1963,1963,1963
Egyptian Art,549098,1927,1927,1927
Greek and Roman Art,728759,2011,2011,2011
Arms and Armor,28305,1943,1943,1943
Medieval Art,468571,1961,1961,1961
Greek and Roman Art,753377,2011,2011,2011
Asian Art,40412,1954,1954,1954
Photographs,272174,1994,1994,1994
European Sculpture and Decorative Arts,214782,1908,1908,1908
Asian Art,64968,2002,2002,2002
European Sculpture and Decorative Arts,227457,1949,1949,1949
Asian Art,57080,1939,1939,1939
Drawings and Prints,634940,1963,1963,1963
Drawings and Prints,780519,1963,1963,1963
Drawings and Prints,634102,1922,1922,1922
Islamic Art,457611,1939,1939,1939
Modern and Contemporary Art,496425,1979,1979,1979
Egyptian Art,546000,1948,1948,1948
European Sculpture and Decorative Arts,192202,1913,1913,1913
Asian Art,62843,1916,1916,1916
European Sculpture and Decorative Arts,208375,1995,1995,1995
"Arts of Africa, Oceania, and the Americas",312147,1978,1978,1978
Egyptian Art,556176,1905,1905,1905
European Sculpture and Decorative Arts,194524,1918,1918,1918
Greek and Roman Art,718857,2011,2011,2011
Asian Art,66346,1896,1896,1896
Photographs,282969,1994,1994,1994
Drawings and Prints,655198,1963,1963,1963
Asian Art,61630,1930,1930,1930
The American Wing,2369,1946,1946,1946
European Paintings,438674,2003,2003,2003
Greek and Roman Art,243829,1874,1874,1874
Photographs,278122,1994,1994,1994
"Arts of Africa, Oceania, and the Americas",310714,1978,1978,1978
European Paintings,437347,1958,1958,1958
Costume Institute,172061,2013,2013,2013
Drawings and Prints,645102,1958,1958,1958
Drawings and Prints,421141,1957,1957,1957
Drawings and Prints,632345,1958,1958,1958
Greek and Roman Art,256901,1998,1998,1998
Drawings and Prints,349402,1967,1967,1967
Drawings and Prints,635183,1963,1963,1963
Greek and Roman Art,251771,1924,1924,1924
Drawings and Prints,377282,1919,1919,1919
Drawings and Prints,666144,1954,1954,1954
Drawings and Prints,414931,1963,1963,1963
Drawings and Prints,342638,1926,1926,1926
Greek and Roman Art,721661,2011,2011,2011
Islamic Art,445082,1907,1907,1907
European Sculpture and Decorative Arts,198613,1940,1940,1940
Costume Institute,80935,1998,1998,1998
Drawings and Prints,355118,1981,1981,1981
Drawings and Prints,717201,1963,1963,1963
European Sculpture and Decorative Arts,195045,1923,1923,1923
European Sculpture and Decorative Arts,187180,1889,1889,1889
Drawings and Prints,339239,1984,1984,1984
Asian Art,66166,1896,1896,1896
Drawings and Prints,393306,1982,1982,1982
Drawings and Prints,361229,1920,1920,1920
Drawings and Prints,710141,1963,1963,1963
Drawings and Prints,415982,1957,1957,1957
Ancient Near Eastern Art,321402,1874,1874,1874
European Sculpture and Decorative Arts,220500,1920,1920,1920
Photographs,273389,1994,1994,1994
Drawings and Prints,372519,1917,1917,1917
Drawings and Prints,341319,1968,1968,1968
Modern and Contemporary Art,491797,1945,1945,1945
Medieval Art,475070,1933,1933,1933
Costume Institute,157343,2009,2009,2009
Asian Art,78146,2015,2015,2015
Costume Institute,91408,2003,2003,2003
Photographs,696457,2015,2015,2015
Costume Institute,96647,1985,1985,1985
Islamic Art,446081,1910,1910,1910
"Arts of Africa, Oceania, and the Americas",318629,1979,1979,1979
Drawings and Prints,423019,1963,1963,1963
Drawings and Prints,814276,1942,1942,1942
Costume Institute,168499,2009,2009,2009
Egyptian Art,559379,1915,1915,1915
"Arts of Africa, Oceania, and the Americas",309641,1970,1970,1970
Drawings and Prints,425786,1963,1963,1963
Drawings and Prints,766790,1949,1949,1949
Greek and Roman Art,254569,1946,1946,1946
Greek and Roman Art,713922,2011,2011,2011
Drawings and Prints,337823,1922,1922,1922
Drawings and Prints,385582,1946,1946,1946
Costume Institute,80224,1995,1995,1995
Drawings and Prints,891462,1963,1963,1963
Greek and Roman Art,753002,2011,2011,2011
Drawings and Prints,826715,1923,1923,1923
Costume Institute,118421,2005,2005,2005
European Sculpture and Decorative Arts,220993,1920,1920,1920
Costume Institute,85303,1978,1978,1978
European Sculpture and Decorative Arts,203449,1964,1964,1964
Drawings and Prints,390491,1920,1920,1920
"Arts of Africa, Oceania, and the Americas",310403,1977,1977,1977
Egyptian Art,548929,1927,1927,1927
Drawings and Prints,893116,1963,1963,1963
Egyptian Art,564387,1917,1917,1917
Drawings and Prints,419486,1963,1963,1963
Asian Art,38064,1959,1959,1959
Drawings and Prints,384055,1933,1933,1933
Drawings and Prints,366762,1993,1993,1993
Egyptian Art,549608,1930,1930,1930
Costume Institute,120505,1980,1980,1980
Costume Institute,96495,1973,1973,1973
Costume Institute,159106,2009,2009,2009
Photographs,274976,1994,1994,1994
Egyptian Art,551890,1911,1911,1911
Asian Art,64302,2001,2001,2001
Drawings and Prints,367643,1972,1972,1972
Drawings and Prints,760437,1963,1963,1963
Drawings and Prints,386806,1938,1938,1938
Asian Art,66060,1896,1896,1896
Drawings and Prints,397441,2012,2012,2012
Photographs,283217,1999,1999,1999
Costume Institute,168495,2009,2009,2009
Drawings and Prints,745884,1924,1924,1924
Medieval Art,478526,nan,nan,nan
Drawings and Prints,390783,1946,1946,1946
Drawings and Prints,356514,1994,1994,1994
Islamic Art,448553,1930,1930,1930
Modern and Contemporary Art,484352,1985,1985,1985
Drawings and Prints,888574,1981,1981,1981
European Sculpture and Decorative Arts,217457,1909,1909,1909
Medieval Art,467683,1940,1940,1940
Photographs,302633,2012,2012,2012
Greek and Roman Art,254168,1941,1941,1941
European Sculpture and Decorative Arts,210731,1973,1973,1973
Modern and Contemporary Art,496295,1979,1979,1979
Greek and Roman Art,251836,1925,1925,1925
"Arts of Africa, Oceania, and the Americas",313163,1979,1979,1979
Drawings and Prints,347426,1940,1940,1940
The American Wing,3373,1941,1941,1941
Arms and Armor,28466,1943,1943,1943
"Arts of Africa, Oceania, and the Americas",317321,1994,1994,1994
Costume Institute,175333,2009,2009,2009
Drawings and Prints,720536,1978,1978,1978
Modern and Contemporary Art,487069,1998,1998,1998
European Sculpture and Decorative Arts,210869,2001,2001,2001
Egyptian Art,547942,1924,1924,1924
Drawings and Prints,710940,1963,1963,1963
The American Wing,3626,1946,1946,1946
Asian Art,63248,1936,1936,1936
The Cloisters,479683,2012,2012,2012
Drawings and Prints,348911,2000,2000,2000
Islamic Art,445305,1908,1908,1908
Drawings and Prints,385632,1928,1928,1928
Drawings and Prints,342864,1917,1917,1917
Photographs,284107,nan,nan,nan
Costume Institute,174223,2009,2009,2009
Costume Institute,159585,2009,2009,2009
Drawings and Prints,406974,2012,2012,2012
Greek and Roman Art,248767,1913,1913,1913
Drawings and Prints,386741,1960,1960,1960
Drawings and Prints,339602,1989,1989,1989
Drawings and Prints,409813,1954,1954,1954
"Arts of Africa, Oceania, and the Americas",309573,1969,1969,1969
Photographs,781458,1963,1963,1963
Photographs,283424,1999,1999,1999
Egyptian Art,551399,1911,1911,1911
Drawings and Prints,377232,1917,1917,1917
Drawings and Prints,366223,2004,2004,2004
Egyptian Art,559582,1923,1923,1923
Drawings and Prints,647323,1963,1963,1963
Drawings and Prints,677859,1953,1953,1953
Photographs,842221,2020,2020,2020
Drawings and Prints,711749,1963,1963,1963
Asian Art,60499,1973,1973,1973
Photographs,291916,2015,2015,2015
Costume Institute,124780,2005,2005,2005
Drawings and Prints,662593,1922,1922,1922
Costume Institute,158062,2009,2009,2009
Asian Art,36025,1913,1913,1913
European Sculpture and Decorative Arts,227269,1947,1947,1947
Photographs,272656,1994,1994,1994
Drawings and Prints,641245,1948,1948,1948
Drawings and Prints,401460,1963,1963,1963
Drawings and Prints,359075,1978,1978,1978
Drawings and Prints,432095,1922,1922,1922
Costume Institute,109566,1982,1982,1982
Medieval Art,462743,1904,1904,1904
Drawings and Prints,368582,1949,1949,1949
European Sculpture and Decorative Arts,212417,1879,1879,1879
Drawings and Prints,631468,1963,1963,1963
